"P001001","P006001","P006002","P006003","P006005","P006008","P007010","H011001","H011002","H011003","H011004","H011006","H011009","P148B009","P148D017","PCT038016","PCT038017","PCT038018","PCT038019","NAME","state","county",
"1749","1749","1663","5","4","34","104","674","516","498","3","0","6","0","0","6","4","0","3","Wallace County","20","199",
"6483","6483","6415","8","0","32","46","2673","2124","2104","4","0","10","0","0","24","4","0","3","Washington County","20","201",
"2531","2531","2181","0","1","76","470","967","718","658","0","0","14","0","0","7","0","0","6","Wichita County","20","203",
"10332","10332","9998","38","23","142","82","4203","3282","3211","4","7","46","0","0","21","0","7","0","Wilson County","20","205",
"3788","3788","3658","19","20","40","43","1642","1336","1325","0","0","7","0","0","9","2","5","2","Woodson County","20","207",
"157882","157882","91621","44768","2225","4702","25182","59700","37531","25954","8561","333","674","273","58","372","192","65","62","Wyandotte County","20","209",
"17244","17244","16573","515","27","86","103","6747","5407","5241","99","0","40","0","0","20","6","32","12","Adair County","21","001",
"17800","17800","17474","145","26","145","119","6910","5457","5398","41","0","11","0","0","19","31","17","22","Allen County","21","003",
"19111","19111","18404","446","118","121","96","7320","5844","5663","117","18","33","0","0","62","15","12","16","Anderson County","21","005",
"8286","8286","7772","261","37","189","44","3395","2779","2651","70","7","51","0","0","23","0","0","3","Ballard County","21","007",
"38033","38033","36098","1557","138","171","428","15346","11090","10810","244","15","21","6","6","86","53","13","71","Barren County","21","009",
"11085","11085","10767","191","15","67","118","4445","3547","3453","68","7","19","0","0","20","17","0","13","Bath County","21","011",
"30060","30060","28875","745","65","235","138","12004","8098","7878","151","13","37","15","0","36","8","7","37","Bell County","21","013",
"85991","85991","81808","1420","1014","1025","1512","31258","23196","22544","268","105","170","7","63","976","414","335","359","Boone County","21","015",
"19360","19360","17548","1284","81","240","526","7681","5032","4676","323","9","22","0","0","121","41","27","28","Bourbon County","21","017",
"49752","49752","47569","1126","168","618","555","20010","14591","14298","125","16","125","23","18","255","117","76","58","Boyd County","21","019",
"27697","27697","24242","2574","206","374","468","10574","7324","6860","400","21","31","0","7","94","37","40","23","Boyle County","21","021",
"8279","8279","8161","67","0","28","7","3228","2481","2447","19","0","15","0","0","22","12","9","0","Bracken County","21","023",
"16100","16100","15854","33","43","135","72","6170","4721","4682","0","3","33","0","7","25","3","0","7","Breathitt County","21","025",
"18648","18648","17917","484","22","166","139","7324","5995","5801","122","0","67","1","0","10","4","5","22","Breckinridge County","21","027",
"61236","61236","60001","253","79","546","383","22171","18605","18300","62","17","137","0","0","381","202","58","29","Bullitt County","21","029",
"13010","13010","12711","57","88","41","176","5059","4021","3980","5","23","6","0","0","12","11","0","0","Butler County","21","031",
"13060","13060","12303","595","26","91","104","5431","4203","4005","179","0","19","4","0","49","10","8","29","Caldwell County","21","033",
"34177","34177","31865","1248","469","468","352","13862","9468","9255","141","22","36","30","42","119","64","49","12","Calloway County","21","035",
"88616","88616","85386","1451","580","722","784","34742","23973","23641","65","113","84","7","19","624","265","234","182","Campbell County","21","037",
"5351","5351","5255","54","0","35","26","2208","1855","1822","15","0","8","2","0","7","0","0","0","Carlisle County","21","039",
"10155","10155","9572","206","25","239","138","3940","2631","2547","32","7","34","0","0","14","19","0","0","Carroll County","21","041",
"26889","26889","26622","50","79","78","114","10342","8373","8313","0","17","29","0","0","37","25","18","7","Carter County","21","043",
"15447","15447","15130","63","10","69","320","6260","5075","5025","15","0","6","0","0","22","20","6","24","Casey County","21","045",
"72265","72265","50674","16986","617","1946","3324","24857","13742","11571","1896","49","116","75","26","154","66","45","83","Christian County","21","047",
"33144","33144","30852","1695","189","248","203","13015","8933","8531","340","27","35","0","9","194","37","54","56","Clark County","21","049",
"24556","24556","22974","1184","27","247","298","8556","6398","6290","72","6","24","29","0","12","5","7","15","Clay County","21","051",
"9634","9634","9442","18","0","101","151","4086","3154","3098","9","0","47","0","0","20","0","4","10","Clinton County","21","053",
"9384","9384","9254","64","20","32","37","3829","3076","3032","21","6","5","0","0","11","6","9","0","Crittenden County","21","055",
"7147","7147","6806","260","8","71","16","2976","2309","2226","73","2","8","0","0","7","3","6","0","Cumberland County","21","057",
"91545","91545","85990","3656","302","1056","862","36033","25333","24594","592","35","88","27","27","421","198","108","240","Daviess County","21","059",
"11644","11644","11460","85","22","49","41","4648","3980","3952","9","0","12","0","0","17","0","13","4","Edmonson County","21","061",
"6748","6748","6708","0","0","40","0","2638","2171","2161","0","0","10","0","0","14","7","0","6","Elliott County","21","063",
"15307","15307","15211","5","18","60","55","6108","4515","4480","0","15","20","0","0","9","0","6","0","Estill County","21","065",
"260512","260512","210809","34928","5824","4647","8677","108288","59915","53694","4962","643","395","494","602","2056","819","952","997","Fayette County","21","067",
"13792","13792","13467","249","0","62","107","5367","4229","4175","40","0","7","0","0","36","18","15","7","Fleming County","21","069",
"42441","42441","41448","549","74","230","350","16881","12863","12772","35","8","42","7","15","70","7","26","53","Floyd County","21","071",
"47687","47687","41939","4484","239","604","533","19907","12900","12279","497","24","61","123","50","358","87","99","53","Franklin County","21","073",
"7752","7752","5800","1830","0","116","35","3237","2079","1815","258","0","6","0","0","24","0","8","14","Fulton County","21","075",
"7870","7870","7689","94","1","66","36","2902","2235","2201","19","2","13","0","0","41","7","15","0","Gallatin County","21","077",
"14792","14792","14020","475","26","126","233","5741","4385","4275","71","6","26","0","0","26","7","12","14","Garrard County","21","079",
"22384","22384","22023","39","169","50","147","8175","6060","6011","4","5","8","0","0","145","22","5","6","Grant County","21","081",
"37028","37028","34519","1519","133","460","867","14841","11560","11148","306","22","60","7","10","181","42","21","57","Graves County","21","083",
"24053","24053","23688","207","9","97","202","9596","7418","7365","7","0","30","8","0","59","18","16","7","Grayson County","21","085",
"11518","11518","11168","228","49","54","47","4706","3688","3601","62","14","11","4","0","40","0","0","4","Green County","21","087",
"36891","36891","36068","233","166","312","280","14536","11884","11726","50","47","50","3","10","128","44","30","38","Greenup County","21","089",
"8392","8392","8212","105","7","28","95","3215","2651","2628","23","0","0","0","0","57","0","5","2","Hancock County","21","091",
"94174","94174","77525","10970","1892","2258","2998","34497","23075","20805","1587","241","258","64","87","456","177","124","95","Hardin County","21","093",
"33202","33202","31799","721","128","402","240","13291","9768","9401","223","15","88","2","7","27","11","10","10","Harlan County","21","095",
"17983","17983","17121","382","24","139","264","7012","4945","4762","96","0","37","5","0","96","33","12","24","Harrison County","21","097",
"17445","17445","16227","1002","3","62","157","6769","5230","4907","289","0","22","0","0","26","8","22","15","Hart County","21","099",
"44829","44829","40705","3197","251","381","409","18095","12176","11509","530","47","47","15","31","169","78","78","90","Henderson County","21","101",
"15060","15060","14098","580","65","187","211","5844","4525","4321","145","13","32","7","0","89","24","40","14","Henry County","21","103",
"5262","5262","4652","538","14","51","27","2188","1781","1632","137","7","3","0","4","13","1","7","8","Hickman County","21","105",
"46519","46519","42768","2932","181","481","376","18820","14064","13331","600","35","75","15","21","140","88","73","91","Hopkins County","21","107",
"13495","13495","13349","0","13","58","55","5307","4256","4206","0","6","23","0","0","0","7","0","0","Jackson County","21","109",
"693604","693604","536462","130153","9043","11741","11501","287012","186358","162346","20560","1456","1304","1109","680","4782","2413","2122","2282","Jefferson County","21","111",
"39041","39041","36801","1286","389","407","322","13867","9310","8989","239","18","43","33","29","265","100","31","107","Jessamine County","21","113",
"23445","23445","23154","70","36","118","85","9103","6953","6885","5","11","31","6","10","58","12","0","25","Johnson County","21","115",
"151464","151464","142215","5805","866","1575","1534","59444","39442","38524","544","96","225","54","60","1337","441","470","490","Kenton County","21","117",
"17649","17649","17276","164","24","127","133","6717","5350","5250","48","2","43","0","0","41","17","0","1","Knott County","21","119",
"31795","31795","31101","311","38","273","113","12416","8861","8718","44","8","68","0","0","28","16","33","5","Knox County","21","121",
"13373","13373","12595","438","28","193","119","5275","4235","4063","127","5","23","0","0","65","7","24","6","Larue County","21","123",
"52715","52715","51423","325","139","623","215","20353","15669","15355","72","18","161","1","10","140","62","49","62","Laurel County","21","125",
"15569","15569","15476","8","0","67","18","5954","4647","4612","7","0","26","0","0","23","4","15","15","Lawrence County","21","127",
"7916","7916","7579","283","0","24","21","2985","2292","2277","15","0","0","0","0","10","16","0","0","Lee County","21","129",
"12401","12401","12303","17","6","49","78","4885","4012","3970","8","0","23","0","3","15","0","6","1","Leslie County","21","131",
"25277","25277","24918","144","79","91","104","10085","8148","8076","37","9","26","0","7","14","21","7","0","Letcher County","21","133",
"14092","14092","13933","41","0","56","54","5422","4404","4365","12","0","14","0","0","15","0","2","11","Lewis County","21","135",
"23361","23361","22509","533","37","159","259","9206","7265","7046","178","0","28","0","13","70","27","13","5","Lincoln County","21","137",
"9804","9804","9643","2","0","74","20","3996","3404","3362","2","0","17","0","0","23","4","12","13","Livingston County","21","139",
"26573","26573","24001","2110","49","265","256","10506","7900","7432","406","6","49","17","11","63","23","0","36","Logan County","21","141",
"8080","8080","7449","537","38","35","59","2898","2381","2337","22","7","12","0","10","33","2","0","0","Lyon County","21","143",
"65514","65514","56842","7220","172","826","623","27736","19061","17824","1038","52","105","62","8","323","121","131","177","McCracken County","21","145",
"17080","17080","16703","136","23","164","155","6520","4927","4878","0","0","34","0","0","0","9","0","18","McCreary County","21","147",
"9938","9938","9768","42","7","66","153","3984","3200","3166","15","0","19","0","0","27","2","6","8","McLean County","21","149",
"70872","70872","65897","3018","567","893","639","27152","16216","15657","385","75","54","42","28","332","92","42","75","Madison County","21","151",
